編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
RPVOMLOJPHNFFAB38CA,坡道機械,0,,
RPPPMLPJPHNFFAB97CA,坡道平面,0,,
RPUQMLQLPHNFFAB88CA,坡道平面,800000,25.05,
RPSOMLPJPHNFFCB38CA,坡道機械,0,,
RPUNMLOJPHNFFCB38CA,坡道平面,2000000,19.48,
RPROMLPJPHNFFCB28CA,坡道平面,1200000,21.49,
RPQPMLNJPHNFFCB08CA,坡道平面,1600000,32.17,
RPQPMLNJPHNFFCB08CA,坡道平面,1600000,32.17,
RPPNMLNJPHNFFCB77CA,坡道平面,0,28.38,
RPPNMLNJPHNFFCB77CA,坡道平面,0,28.38,
RPWTMLTKPHNFFBB07CA,坡道機械,500000,20.66,
RPSQMLSKPHNFFBB88CA,坡道平面,0,,
RPSQMLSKPHNFFBB88CA,坡道平面,0,,
RPSQMLSKPHNFFBB88CA,坡道平面,0,,
RPSQMLSKPHNFFBB88CA,坡道平面,0,,
RPSQMLSKPHNFFBB88CA,坡道平面,0,,
RPSQMLSKPHNFFBB88CA,坡道平面,0,,
RPSQMLSKPHNFFBB88CA,坡道平面,0,,
RPSQMLSKPHNFFBB88CA,坡道平面,0,,
RPSQMLSKPHNFFBB88CA,坡道平面,0,,
RPSQMLSKPHNFFBB88CA,坡道平面,0,,
RPOSMLSKPHNFFBB68CA,坡道平面,0,,
RPOSMLSKPHNFFBB68CA,坡道平面,0,,
RPPQMLRKPHNFFBB48CA,升降機械,0,,
RPUQMLRKPHNFFBB98CA,坡道平面,1250000,34.94,
RPVPMLKLPHNFFBB38CA,坡道機械,0,,
RPRQMLQLPHNFFBB68CA,坡道平面,0,,
RPOOMLTJPHNFFBB28CA,坡道平面,0,38.71,
RPQNMLNLPHNFFBB97CA,坡道平面,1550000,23.16,
RPQNMLNLPHNFFBB97CA,坡道平面,1550000,23.16,
RPWNMLMKPHNFFBB38CA,坡道平面,1250000,34.94,
RPVNMLMKPHNFFBB28CA,坡道平面,1150000,34.94,
RPXNMLMKPHNFFBB48CA,坡道平面,1150000,34.94,
RPQOMLMKPHNFFBB87CA,坡道平面,0,,
RPWNMLNKPHNFFBB48CA,坡道平面,1200000,36.25,
RPOOMLMKPHNFFBB67CA,坡道平面,1150000,34.94,
RPWPMLMKPHNFFBB58CA,坡道平面,1150000,34.94,
RPOQMLMKPHNFFBB87CA,坡道平面,0,34.94,
RPOQMLMKPHNFFBB87CA,坡道平面,0,34.94,
RPRQMLMKPHNFFBB18CA,坡道平面,1200000,34.94,
RPTQMLMKPHNFFBB38CA,坡道平面,1250000,34.94,
RPXPMLMKPHNFFBB68CA,坡道平面,1150000,34.94,
RPUQMLMKPHNFFBB48CA,坡道平面,1350000,34.94,
RPWQMLMKPHNFFBB68CA,坡道平面,1250000,34.94,
RPXQMLMKPHNFFBB78CA,坡道平面,1150000,34.94,
RPVQMLMKPHNFFBB58CA,坡道平面,0,34.94,
RPVQMLMKPHNFFBB58CA,坡道平面,0,34.94,
RPORMLMKPHNFFBB97CA,坡道平面,1250000,34.94,
RPVOMLRLPHNFFBB98CA,坡道平面,0,,
RPTOMLNJPHNFFIB88CA,坡道平面,0,31.54,
RPQOMLPJPHNFFIB78CA,坡道平面,0,31.54,
RPWNMLSKPHNFFIB07CA,坡道平面,0,33.09,
RPTNMLQJPHNFFHB98CA,坡道機械,0,,
RPXOMLLMPHNFFIB76CA,坡道平面,0,,
RPRNMLNLPHNFFIB78CA,坡道平面,0,31.04,
RPWNMLLKPHNFFHB88CA,坡道平面,0,,
RPPNMLNKPHNFFHB38CA,坡道平面,1200000,32.10,
RPROMLPLPHNFFCB48CA,坡道平面,1300000,29.93,
RPROMLPLPHNFFCB48CA,坡道平面,1300000,29.93,
RPUPMLKLPHNFFCB38CA,坡道平面,0,,
RPUPMLKLPHNFFCB38CA,坡道平面,0,,
RPWOMLPLPHNFFCB98CA,坡道平面,1300000,23.45,
RPSNMLTKPHNFFCB78CA,坡道平面,0,,
RPQPMLPLPHNFFCB48CA,坡道平面,1300000,23.45,
RPRPMLPLPHNFFCB58CA,坡道平面,1200000,23.45,
RPSPMLPLPHNFFCB68CA,坡道平面,1350000,23.45,
RPOPMLPLPHNFFCB28CA,坡道平面,1200000,23.45,
RPWNMLSKPHNFFCB09CA,坡道平面,0,29.84,
RPWNMLSKPHNFFCB09CA,坡道平面,0,29.84,
RPWNMLSKPHNFFCB09CA,坡道平面,0,29.84,
RPPPMLPLPHNFFCB38CA,坡道平面,1250000,23.45,
RPROMLNKPHNFFCB18CA,坡道平面,0,24.98,
RPROMLNKPHNFFCB18CA,坡道平面,0,26.96,
RPTQMLMKPHNFFCB48CA,坡道平面,1000000,,
RPQRMLQJPHNFFCB58CA,坡道機械,0,,
RPRPMLPJPHNFFCB38CA,坡道平面,0,,
RPQNMLLKPHNFFCB77CA,坡道平面,0,,
RPVOMLKKPHNFFCB28CA,坡道機械,0,,
RPQOMLKLPHNFFBB87DA,坡道機械,700000,13.40,
RPQOMLPJPHNFFJB88CA,坡道平面,1200000,17.88,
RPRNMLQJPHNFFJB98CA,坡道平面,0,28.68,
RPRNMLQJPHNFFJB98CA,坡道平面,0,28.68,
RPROMLPJPHNFFJB98CA,坡道平面,1200000,17.88,
RPROMLKLPHNFFJB68CA,坡道平面,0,,
RPROMLKLPHNFFJB68CA,坡道平面,0,,
RPWNMLPJPHNFFJB76CA,坡道機械,0,22.19,
RPWNMLPJPHNFFJB76CA,坡道機械,0,22.19,
RPXNMLOJPHNFFJB76CA,坡道平面,1300000,31.10,
RPSNMLRJPHNFFJB56CA,坡道平面,1055000,24.65,
RPWNMLOJPHNFFCB68DA,坡道平面,0,,
RPWNMLOJPHNFFCB68DA,升降機械,0,,
RPSOMLRJQHNFFIB86EA,坡道平面,0,31.91,
RPQQMLTJPHNFFCB78CA,坡道平面,0,22.57,
RPQQMLTJPHNFFCB78CA,坡道平面,0,22.57,
RPRPMLTJPHNFFCB78CA,坡道平面,0,28.06,
RPUNMLRJPHNFFCB68CA,坡道機械,0,,
RPORMLQJPHNFFCB38CA,坡道平面,1100000,,
RPSNMLQJPHNFFCB38CA,坡道平面,1400000,18.04,
RPSNMLQJPHNFFCB38CA,坡道平面,1200000,18.04,
RPSNMLQJPHNFFCB38CA,坡道平面,1200000,18.04,
RPUOMLQJPHNFFCB68CA,坡道平面,1100000,26.82,
RPROMLQJPHNFFCB38CA,坡道平面,0,,
RPSQMLMKPHNFFCB38CA,坡道平面,1000000,16.63,
RPQOMLQJPHNFFCB28CA,坡道平面,0,,
RPTQMLOLPHNFFCB78CA,坡道平面,0,,
RPSNMLQLPHNFFCB58CA,坡道平面,1500000,31.71,
RPVQMLOLPHNFFCB98CA,坡道平面,0,23.15,
RPSRMLRLPHNFFCB09CA,坡道平面,0,23.21,
RPQRMLRLPHNFFCB88CA,坡道平面,0,34.99,
RPROMLPJPHNFFDB38CA,坡道平面,0,,
RPRQMLNLPHNFFDB58CA,一樓平面,0,15.47,
RPQNMLPJPHNFFDB18CA,坡道平面,0,34.84,
RPSNMLQJPHNFFHB88CA,坡道機械,0,,
RPQOMLPJPHNFFHB68CA,坡道機械,0,,
RPPNMLQJPHNFFHB58CA,坡道機械,0,,
RPPNMLRJPHNFFIB78CA,坡道平面,0,28.47,
RPTNMLLJQHNFFBB97CA,坡道平面,1950000,34.42,
RPSPMLNKPHNFFBB28CA,坡道平面,1000000,15.08,
RPUOMLMKPHNFFBB28CA,升降機械,0,,
RPQNNLLKPHNFFBB77CA,坡道機械,0,,
RPQPMLLKPHNFFBB87CA,坡道平面,0,41.39,
RPQPMLLKPHNFFBB87CA,坡道平面,0,41.39,
RPQPMLLKPHNFFBB87CA,坡道平面,0,41.39,
RPQPMLLKPHNFFBB87CA,坡道平面,0,41.39,
RPQPMLLKPHNFFBB87CA,坡道平面,0,41.39,
RPWPMLKKPHNFFBB38CA,坡道機械,0,,
RPTQMLSKPHNFFBB98CA,坡道平面,1300000,21.21,
RPSNMLNLPHNFFBB18CA,坡道平面,1150000,29.88,
RPUQMLSKPHNFFBB09CA,坡道平面,0,21.21,
RPUQMLSKPHNFFBB09CA,坡道平面,0,21.21,
RPPPMLTKPHNFFBB58CA,坡道機械,0,,
RPXNMLOJPHNFFCB68CA,坡道平面,0,,
RPOOMLPJPHNFFCB97CA,坡道平面,0,,
RPOPMLRLPHNFFAB28CA,坡道平面,0,29.19,
RPOPMLRLPHNFFAB28CA,坡道平面,0,29.19,
RPOPMLRLPHNFFAB28CA,坡道平面,0,29.19,
RPOPMLRLPHNFFAB28CA,坡道平面,0,29.19,
RPSOMLQLPHNFFAB48CA,坡道平面,1000000,20.41,
RPUNMLRKPHNFFAB58CA,坡道機械,650000,,
RPWPMLOJPHNFFBB68CA,坡道平面,0,25.81,
RPUPMLSKPHNFFAB88CA,坡道機械,0,19.35,
RPVPMLPJPHNFFBB68CA,坡道平面,0,15.35,
RPWRMLSKPHNFFAB66CA,坡道機械,0,9.01,
RPWRMLSKPHNFFAB66CA,坡道機械,0,9.01,
RPPNMLQJPHNFFAB87CA,坡道機械,0,,
RPUPMLKKPHNFFAB08CA,坡道平面,1350000,24.17,
RPTOMLKKPHNFFAB87CA,坡道平面,1250000,24.17,
RPWNMLLMPHNFFAB38CA,坡道平面,0,12.81,
RPPRMLQLPHNFFAB48CA,坡道平面,1200000,33.40,
RPSNMLLJQHNFFAB77CA,坡道平面,0,,
RPQRMLQLPHNFFAB58CA,坡道平面,1200000,33.40,
RPSNMLLJQHNFFAB77CA,坡道平面,0,,
RPTNMLPJPHNFFCB38CA,坡道機械,650000,15.41,
RPUSMLSKPHNFFBB66CA,坡道平面,0,,
RPXPMLNLPHNFFBB88CA,坡道機械,900000,17.44,
RPPPMLQJPHNFFBB18CA,坡道平面,0,31.08,
RPWOMLQJPHNFFBB78CA,坡道機械,0,14.87,
RPVRMLQJPHNFFBB98CA,坡道機械,450000,15.94,
RPQQMLQJPHNFFBB38CA,坡道平面,1200000,26.23,
RPTRMLTJPHNFFBB09CA,坡道平面,0,,
RPXNMLRJPHNFFBB88CA,升降機械,0,,
RPVOMLNKPHNFFBB48CA,坡道平面,0,,
RPSONLLKPHNFFBB08CA,坡道平面,0,,
RPPPMLKMPHNFFBB87CA,坡道平面,0,,
RPPOMLQJPHNFFIB78CA,坡道平面,1200000,31.77,
RPXNMLQJPHNFFIB86CA,坡道平面,1100000,31.77,
RPPOMLTKPHNFFIB56CA,坡道平面,0,27.13,
RPRNMLLMPHNFFIB68CA,坡道平面,0,,
RPUNMLOJPHNFFHB88CA,坡道機械,0,,
RPQNMLNLPHNFFGB48CA,坡道機械,0,19.83,
RPQNMLMLPHNFFCB97CA,坡道機械,0,,
RPPRMLOLPHNFFCB48CA,坡道平面,0,,
RPOSMLLKPHNFFCB08CA,坡道平面,0,,
RPTOMLMKPHNFFCB28CA,坡道平面,0,34.86,
RPXNMLQJPHNFFCB88CA,坡道機械,0,13.30,
RPSOMLTJPHNFFCB78CA,坡道平面,1250000,26.44,
RPSOMLTJPHNFFCB78CA,坡道平面,1250000,26.44,
RPWOMLLKPHNFFCB48CA,坡道平面,0,39.36,
RPRNMLSJPHNFFCB48CA,坡道平面,0,,
RPOPMLTJPHNFFCB48CA,坡道平面,1225000,26.44,
RPOPMLTJPHNFFCB48CA,坡道平面,1225000,26.44,
RPTNMLTJPHNFFJB86CA,坡道機械,0,9.45,
RPWNMLQJPHNFFJB86CA,坡道機械,0,9.39,
RPVNMLPJPHNFFJB66CA,坡道機械,0,,
RPXOMLKKPHNFFJB56CA,坡道平面,1200000,28.68,
RPSOMLKLPHNFFJB78CA,坡道平面,1200000,28.65,
RPSOMLKLPHNFFJB78CA,坡道平面,1200000,28.65,
RPTNMLPLPHNFFJB66CA,一樓平面,0,,
RPVNMLQLPHNFFJB96CA,坡道平面,0,33.46,
RPRNMLLMPHNFFJB78CA,坡道平面,0,,
RPRNMLMKPHNFFJB68CA,坡道平面,1200000,36.40,
RPTNMLMKPHNFFJB88CA,坡道平面,1200000,36.40,
RPSNMLMKPHNFFJB78CA,坡道平面,1300000,36.40,
RPVNMLQJPHNFFJB76CA,坡道機械,0,,
RPRQMLLKPHNFFCB18CA,坡道機械,0,,
RPQNMLSJPHNFFCB38CA,升降機械,0,,
RPXRMLQJPHNFFCB66CA,坡道平面,1200000,23.19,
RPQPMLQJPHNFFCB38CA,坡道平面,0,28.18,
RPQPMLQJPHNFFCB38CA,坡道平面,0,28.18,
RPOOMLOKPHNFFCB97CA,坡道平面,0,23.51,
RPVOMLQKPHNFFCB88CA,坡道機械,0,,
RPUNMLOKPHNFFCB48CA,坡道平面,0,,
RPQNMLNLPHNFFCB08CA,坡道平面,0,,
RPQNMLNLPHNFFCB08CA,坡道機械,0,,
RPXPMLNLPHNFFCB98CA,坡道機械,0,,
RPUNMLSKPHNFFDB98CA,坡道機械,0,,
RPTPMLNJQHNFFCB48CA,坡道平面,0,,
RPOOMLRLPHNFFDB48CA,坡道機械,0,,
RPUNMLRLPHNFFDB98CA,坡道機械,0,11.62,
RPXNMLNLPHNFFDB88CA,坡道機械,680000,11.62,
RPTNMLQJPHNFFDB58CA,坡道機械,0,,
RPTNMLNLPHNFFGB78CA,坡道機械,0,19.83,
RPWNMLNLPHNFFGB09CA,坡道機械,0,19.83,
RPVNMLLKPHNFFHB78CA,坡道平面,0,,
RPQNMLSJPHNFFHB88CA,坡道平面,0,37.41,
RPUOMLNLPHNFFIB56CA,坡道平面,0,30.20,
RPUOMLNLPHNFFIB56CA,坡道平面,0,30.20,
RPPOMLPLPHNFFIB88CA,坡道平面,0,33.83,
RPXNMLPLPHNFFHB86CA,坡道平面,0,32.19,
RPQNMLOKPHNFFBB97CA,升降平面,550000,,
RPQNMLOKPHNFFBB97CA,升降平面,550000,,
RPTOMLNKPHNFFBB28CA,坡道平面,0,27.23,
RPXOMLMKPHNFFBB58CA,坡道平面,0,35.77,
RPWOMLMKPHNFFBB48CA,坡道機械,0,17.88,
RPTRMLMKPHNFFBB48CA,坡道平面,0,,
RPWNMLQKPHNFFBB78CA,坡道平面,0,,
RPRNMLLKPHNFFBB77CA,坡道平面,1000000,29.45,
RPOOMLKKPHNFFBB47CA,坡道平面,0,24.48,
RPOOMLNLPHNFFBB87CA,坡道機械,0,,
RPXNMLRKPHNFFBB98CA,坡道平面,0,,
RPQOMLRKPHNFFBB38CA,坡道平面,1200000,25.11,
RPPOMLRKPHNFFBB28CA,坡道平面,1200000,25.11,
RPQPMLPJPHNFFCB28CA,坡道平面,0,13.26,
RPTPMLTKPHNFFAB88CA,坡道平面,0,,
RPQPMLPJPHNFFCB28CA,坡道平面,0,13.26,
RPXOMLTKPHNFFAB56CA,坡道機械,0,16.21,
RPOPMLPLPHNFFAB08CA,坡道平面,0,,
RPQOMLTJPHNFFAB38CA,坡道平面,0,,
RPXNMLRKPHNFFAB88CA,坡道機械,0,11.55,
RPVOMLRKPHNFFAB78CA,坡道機械,0,,
RPVOMLLKPHNFFAB18CA,坡道平面,0,29.69,
RPVOMLLKPHNFFAB18CA,坡道平面,0,29.69,
RPQPMLLKPHNFFAB77CA,坡道平面,0,21.99,
RPROMLRKPHNFFAB38CA,坡道機械,0,6.52,
RPTOMLNKPHNFFAB18CA,坡道平面,0,25.12,
RPSNMLMKPHNFFAB87CA,坡道平面,0,39.76,
RPXPMLTJPHNFFAB56CA,坡道平面,0,33.41,
RPXPMLTJPHNFFAB56CA,坡道平面,0,33.41,
RPRPMLQJPHNFFAB28CA,坡道機械,0,,
RPUNMLTJPHNFFAB68CA,坡道平面,1200000,23.41,
RPPNMLRJPHNFFAB97CA,升降平面,1200000,31.46,
RPQNMLRLPHNFFAB28CA,坡道平面,0,,
RPTOMLKLPHNFFAB97CA,坡道平面,0,,
RPPQMLTKPHNFFBB68CA,坡道平面,0,,
RPTOMLRKPHNFFBB68CA,坡道機械,350000,9.92,
RPRPMLKLPHNFFBB97CA,坡道機械,0,,
RPRNMLQLPHNFFBB38CA,坡道平面,1200000,32.81,
RPSNMLQLPHNFFBB48CA,坡道平面,1200000,33.91,
RPQNMLQLPHNFFBB28CA,坡道平面,1100000,32.81,
RPUNMLQLPHNFFBB68CA,坡道平面,1300000,32.81,
RPVNMLQLPHNFFBB78CA,坡道平面,0,33.91,
RPVNMLQLPHNFFBB78CA,坡道平面,0,33.91,
RPUPMLNLPHNFFBB58CA,坡道機械,0,,
RPXRMLTJPHNFFBB86CA,坡道平面,0,,
RPROMLRJPHNFFBB38CA,坡道機械,0,,
RPTOMLTJPHNFFBB78CA,升降平面,0,,
RPQOMLKKPHNFFBB67CA,坡道平面,1200000,37.70,
RPUOMLKKPHNFFBB08CA,坡道平面,0,23.48,
RPUOMLKKPHNFFBB08CA,坡道平面,0,23.48,
RPOPMLKKPHNFFBB57CA,坡道平面,0,,
RPOPMLKKPHNFFBB57CA,坡道平面,0,,
RPVPMLMKPHNFFBB48CA,坡道平面,0,33.04,
RPXQMLKKPHNFFBB58CA,坡道平面,0,,
RPSQMLKKPHNFFBB08CA,坡道平面,1400000,31.48,
RPVQMLQKPHNFFBB98CA,坡道平面,0,,
RPRNMLOKPHNFFBB08CA,坡道平面,0,24.06,
RPXNMLNKPHNFFBB58CA,坡道平面,1200000,20.28,
RPQRMLMKPHNFFBB18CA,坡道平面,0,33.04,
RPQRMLMKPHNFFBB18CA,坡道平面,0,33.04,
RPOSMLMKPHNFFBB08CA,坡道平面,0,20.63,
RPXRMLMKPHNFFBB88CA,坡道平面,0,20.63,
RPRPMLNKPHNFFBB18CA,升降機械,0,,
RPPSMLMKPHNFFBB18CA,坡道平面,1150000,20.63,
RPQSMLMKPHNFFBB28CA,坡道平面,1250000,20.63,
RPRSMLMKPHNFFBB38CA,坡道平面,1100000,19.45,
RPWSMLLJQHNFFBB78CA,坡道機械,0,14.44,
RPOQMLTJPHNFFIB56CA,坡道機械,600000,,
RPXNMLQLPHNFFIB07CA,坡道平面,900000,30.09,
RPXNMLQLPHNFFIB07CA,坡道平面,900000,30.09,
RPXNMLQLPHNFFIB07CA,坡道平面,900000,30.09,
RPXNMLQLPHNFFIB07CA,坡道平面,900000,30.09,
RPWNMLQLPHNFFIB96CA,坡道平面,900000,30.09,
RPQNMLRLPHNFFIB09CA,坡道平面,900000,30.09,
RPQNMLRLPHNFFIB09CA,坡道平面,900000,30.09,
RPSPMLQLPHNFFIB76CA,坡道平面,900000,30.09,
RPSPMLQLPHNFFIB76CA,坡道平面,900000,30.09,
RPSNMLKKPHNFFHB38CA,升降機械,0,,
RPRNMLKMPHNFFFB28CA,坡道平面,0,38.64,
RPPNMLSKPHNFFFB68CA,坡道平面,0,,
RPSOMLQLPHNFFDB78CA,坡道平面,1350000,23.32,
RPPNMLTLPHNFFDB68CA,坡道機械,0,,
RPVNMLSKPHNFFDB09CA,坡道機械,0,,
RPQQMLMJQHNFFCB18CA,坡道平面,0,32.17,
RPQQMLMJQHNFFCB18CA,坡道平面,0,32.17,
RPRQMLMJQHNFFCB28CA,坡道平面,0,32.17,
RPRQMLMJQHNFFCB28CA,坡道平面,0,32.17,
RPTNMLNJQHNFFCB28CA,坡道平面,0,37.45,
RPTNMLNJQHNFFCB28CA,坡道平面,0,37.45,
RPPOMLQJQHNFFCB28CA,坡道平面,0,,
RPQQMLLJQHNFFCB08CA,坡道平面,950000,17.19,
RPXOMLLJQHNFFCB58CA,坡道平面,0,23.21,
RPQQMLQLPHNFFCB68CA,坡道平面,0,32.41,
RPQPMLQLPHNFFCB58CA,坡道平面,0,,
RPXNMLLLPHNFFCB58CA,坡道平面,1200000,26.43,
RPVNMLOKPHNFFCB58CA,坡道平面,0,27.72,
RPPNMLNLPHNFFCB97CA,坡道機械,0,14.11,
RPTSMLLKPHNFFCB58CA,坡道平面,0,18.24,
RPTSMLLKPHNFFCB58CA,坡道機械,0,8.24,
RPTSMLLKPHNFFCB58CA,坡道機械,0,8.24,
RPTNMLTJPHNFFCB78CA,坡道機械,600000,13.86,
RPWPMLTJPHNFFCB66CA,坡道平面,0,24.82,
RPWNMLKKPHNFFCB28CA,坡道平面,1400000,34.97,
RPXNMLKKPHNFFCB38CA,坡道平面,1500000,34.97,
RPVNMLKKPHNFFCB18CA,坡道平面,1500000,34.97,
RPQNMLOLPHNFFKB09DA,升降機械,0,,
RPUNMLKKPHNFFJB78CA,坡道平面,0,27.81,
RPUNMLKKPHNFFJB78CA,坡道機械,0,17.12,
RPUOMLMKPHNFFJB09CA,坡道平面,900000,17.88,
RPPNMLNKPHNFFJB58CA,坡道平面,0,17.88,
RPPNMLNKPHNFFJB58CA,坡道平面,0,17.88,
RPXNMLLKPHNFFJB56CA,坡道機械,0,,
RPXNMLLMPHNFFJB76CA,坡道平面,0,,
RPQNMLOLPHNFFJB88CA,坡道機械,0,,
RPSOMLLMPHNFFJB98CA,坡道平面,0,,
RPQNMLKMPHNFFJB58CA,坡道平面,0,,
RPPNMLTKPHNFFKB66CA,坡道平面,0,,
RPPNMLTKPHNFFKB66CA,坡道平面,0,,
RPPNMLTKPHNFFKB66CA,坡道平面,0,,
RPTOMLKLPHNFFJB88CA,坡道機械,600000,21.36,
RPTOMLKLPHNFFJB88CA,坡道機械,600000,21.36,
RPVOMLMKPHNFFJB56CA,坡道平面,900000,17.88,
RPQNMLLKPHNFFJB48CA,坡道平面,1200000,35.46,
RPWOMLMKPHNFFJB66CA,坡道平面,1200000,17.88,
RPROMLMKPHNFFJB78CA,坡道平面,1100000,17.88,
RPUNMLQKPHNFFJB76CA,坡道平面,0,,
RPTPMLRKPHNFFCB98DA,坡道平面,0,,
RPSOMLNLPHNFFCB48DA,坡道機械,0,,
RPUSMLLKPHNFFCB68CA,坡道機械,0,,
RPXQMLLKPHNFFCB78CA,坡道平面,0,15.03,
RPORMLKKPHNFFCB87CA,坡道平面,0,23.21,
RPPRMLLKPHNFFCB08CA,坡道平面,0,15.11,
RPVPMLNKPHNFFCB68CA,坡道機械,800000,15.41,
RPPNMLMLPHNFFCB87CA,坡道平面,0,26.43,
RPTRMLOLPHNFFCB88CA,坡道平面,0,,
RPQPMLRLPHNFFCB68CA,坡道平面,0,19.48,
RPQPMLRLPHNFFCB68CA,坡道平面,0,19.48,
RPRNMLQKPHNFFCB38CA,坡道平面,0,33.18,
RPRNMLQKPHNFFCB38CA,坡道平面,0,33.18,
RPUPMLKMPHNFFCB48CA,坡道平面,1300000,47.11,
RPUPMLKMPHNFFCB48CA,坡道平面,1500000,39.86,
RPUPMLKMPHNFFCB48CA,坡道機械,550000,21.74,
RPUPMLKMPHNFFCB48CA,坡道機械,550000,21.74,
RPTOMLMJQHNFFCB28CA,坡道機械,0,,
RPSQMLTJPHNFFDB09CA,坡道平面,0,36.44,
RPRNMLSKPHNFFEB78CA,坡道平面,0,,
RPWNMLNJQHNFFFB88CA,坡道平面,0,,
RPWNMLNJQHNFFFB88CA,坡道平面,0,,
RPWNMLNJQHNFFFB88CA,坡道平面,0,,
RPPNMLKLPHNFFHB18CA,坡道平面,0,26.47,
RPPNMLKLPHNFFHB18CA,坡道平面,0,13.23,
RPUNMLOLPHNFFIB56CA,坡道平面,1150000,36.48,
SPSPMLNLPHNFFIB56CA,坡道平面,0,38.72,
SPSPMLNLPHNFFIB56CA,坡道平面,0,42.24,
RPXNMLOLPHNFFIB86CA,坡道平面,1150000,36.48,
RPSPMLNLPHNFFIB09CA,坡道平面,0,42.24,
RPSPMLNLPHNFFIB09CA,坡道平面,0,42.24,
RPSPMLNLPHNFFIB09CA,坡道平面,0,42.24,
TPSPMLNLPHNFFIB66CA,坡道平面,0,42.24,
TPSPMLNLPHNFFIB66CA,坡道平面,0,42.24,
TPSPMLNLPHNFFIB66CA,坡道平面,0,42.24,
VPSPMLNLPHNFFIB86CA,坡道平面,0,42.24,
VPSPMLNLPHNFFIB86CA,坡道平面,0,38.72,
VPSPMLNLPHNFFIB86CA,坡道平面,0,42.24,
UPSPMLNLPHNFFIB76CA,坡道平面,0,42.24,
UPSPMLNLPHNFFIB76CA,坡道平面,0,38.72,
UPSPMLNLPHNFFIB76CA,坡道平面,0,42.24,
WPSPMLNLPHNFFIB96CA,坡道平面,0,38.72,
WPSPMLNLPHNFFIB96CA,坡道平面,0,42.24,
WPSPMLNLPHNFFIB96CA,坡道平面,0,42.24,
RPWOMLTKPHNFFIB27CA,坡道平面,0,42.24,
RPWOMLTKPHNFFIB27CA,坡道平面,0,42.24,
RPWOMLTKPHNFFIB27CA,坡道平面,0,42.24,
RPTOMLTKPHNFFIB96CA,坡道平面,0,42.24,
RPTOMLTKPHNFFIB96CA,坡道平面,0,42.24,
TPWOMLTKPHNFFIB47CA,坡道平面,0,42.24,
TPWOMLTKPHNFFIB47CA,坡道平面,0,42.24,
TPWOMLTKPHNFFIB47CA,坡道平面,0,42.24,
VPWOMLTKPHNFFIB67CA,坡道平面,0,42.24,
VPWOMLTKPHNFFIB67CA,坡道平面,0,42.24,
VPWOMLTKPHNFFIB67CA,坡道平面,0,38.72,
UPWOMLTKPHNFFIB57CA,坡道平面,0,42.24,
UPWOMLTKPHNFFIB57CA,坡道平面,0,38.72,
UPWOMLTKPHNFFIB57CA,坡道平面,0,42.24,
SPWOMLTKPHNFFIB37CA,坡道平面,0,42.24,
SPWOMLTKPHNFFIB37CA,坡道平面,0,42.24,
SPWOMLTKPHNFFIB37CA,坡道平面,0,38.72,
WPWOMLTKPHNFFIB77CA,坡道平面,0,42.24,
WPWOMLTKPHNFFIB77CA,坡道平面,0,42.24,
WPWOMLTKPHNFFIB77CA,坡道平面,0,42.24,
RPPQMLTKPHNFFIB76CA,坡道平面,0,42.24,
RPPQMLTKPHNFFIB76CA,坡道平面,0,42.24,
RPPQMLTKPHNFFIB76CA,坡道平面,0,42.24,
RPPQMLTKPHNFFIB76CA,坡道平面,0,38.72,
RPPQMLTKPHNFFIB76CA,坡道平面,0,42.24,
RPXOMLLKPHNFFIB56CA,升降機械,0,,
RPPOMLKKPHNFFIB28CA,坡道平面,1200000,31.77,
RPQNMLQKPHNFFBB18CA,坡道機械,0,,
RPVPMLKKPHNFFBB28CA,坡道平面,0,32.81,
RPVPMLKKPHNFFBB28CA,坡道平面,0,32.81,
RPWOMLKKPHNFFBB28CA,坡道機械,0,,
RPURMLTJPHNFFBB56CA,坡道機械,0,,
RPTOMLNLPHNFFBB38CA,坡道平面,1250000,29.88,
RPSPMLKLPHNFFBB08CA,升降機械,0,,
RPUOMLRKPHNFFBB78CA,坡道平面,0,,
RPWRMLSKPHNFFBB76CA,坡道平面,1200000,34.94,
RPWQMLSKPHNFFBB66CA,坡道平面,0,34.94,
RPWQMLSKPHNFFBB66CA,坡道平面,0,34.94,
RPQRMLSKPHNFFBB78CA,坡道平面,1150000,34.94,
RPSRMLSKPHNFFBB98CA,坡道平面,1250000,34.94,
RPRRMLSKPHNFFBB88CA,坡道平面,1150000,34.94,
RPRNMLKLPHNFFAB67CA,坡道平面,0,20.39,
RPRNMLKLPHNFFAB67CA,坡道平面,0,20.39,
RPRNMLKLPHNFFAB67CA,坡道平面,0,20.39,
RPRNMLKMPHNFFAB77CA,坡道機械,0,,
RPRNMLKMPHNFFAB77CA,坡道機械,0,,
RPRNMLKMPHNFFAB77CA,坡道機械,0,,
RPRNMLKMPHNFFAB77CA,坡道機械,0,,
RPUOMLKKPHNFFAB97CA,坡道平面,0,68.97,
RPPOMLKKPHNFFAB47CA,坡道平面,0,23.33,
RPPOMLKKPHNFFAB47CA,坡道平面,0,23.33,
RPSNMLOKPHNFFAB08CA,坡道機械,0,8.64,
RPSOMLRKPHNFFAB48CA,坡道平面,0,16.53,
RPSOMLRKPHNFFAB48CA,坡道平面,0,14.34,
